,Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
81,Norway,Eliteserien,2012,23/05/2012,18:00,Stromsgodset,Odd,1,0,H,1.62,4.18,6.13,1.64,4.18,6.15,1.59,3.84,5.47
82,Norway,Eliteserien,2012,23/05/2012,18:00,Viking,Stabaek,1,0,H,1.53,4.3,7.38,1.53,4.75,8.5,1.44,4.26,7.01
83,Norway,Eliteserien,2012,23/05/2012,19:00,Valerenga,Rosenborg,0,0,D,2.72,3.53,2.69,2.8,3.6,2.69,2.69,3.34,2.49
84,Norway,Eliteserien,2012,24/05/2012,18:00,Haugesund,Honefoss,1,1,D,1.54,4.32,7.1,1.57,4.32,7.1,1.53,3.98,6.05
85,Norway,Eliteserien,2012,24/05/2012,18:00,Lillestrom,Aalesund,0,0,D,2.4,3.43,3.21,2.4,3.46,3.4,2.17,3.3,3.24
86,Norway,Eliteserien,2012,24/05/2012,18:00,Molde,Tromso,3,2,H,1.85,3.67,4.79,1.85,3.79,4.79,1.76,3.55,4.49
87,Norway,Eliteserien,2012,28/05/2012,17:00,Honefoss,Molde,1,1,D,3.4,3.64,2.21,3.4,3.65,2.29,3.11,3.37,2.2
88,Norway,Eliteserien,2012,28/05/2012,17:00,Sandnes,Haugesund,0,2,A,3.25,3.62,2.29,3.25,3.63,2.4,2.99,3.34,2.27
89,Norway,Eliteserien,2012,28/05/2012,17:00,Stabaek,Lillestrom,4,1,H,2.77,3.44,2.71,3.12,3.44,2.71,2.72,3.31,2.48
90,Norway,Eliteserien,2012,28/05/2012,18:00,Tromso,Brann,2,0,H,1.61,4.53,5.65,1.65,4.55,5.75,1.58,4.0,5.27
91,Norway,Eliteserien,2012,29/05/2012,18:00,Fredrikstad,Viking,3,0,H,2.79,3.56,2.62,2.86,3.56,2.62,2.72,3.3,2.45
92,Norway,Eliteserien,2012,24/06/2012,15:00,Valerenga,Stabaek,1,2,A,1.52,4.78,6.56,1.57,4.79,6.56,1.5,4.19,6.04
93,Norway,Eliteserien,2012,24/06/2012,17:00,Aalesund,Sogndal,2,2,D,1.77,3.73,5.36,1.77,3.84,5.83,1.66,3.63,5.21
94,Norway,Eliteserien,2012,24/06/2012,17:00,Rosenborg,Stromsgodset,3,3,D,1.68,4.3,5.16,1.73,4.32,5.25,1.65,3.89,4.78
95,Norway,Eliteserien,2012,29/06/2012,20:00,Sogndal,Fredrikstad,1,3,A,2.17,3.55,3.6,2.17,3.59,3.6,2.06,3.36,3.44
96,Norway,Eliteserien,2012,30/06/2012,15:00,Brann,Stabaek,2,1,H,1.47,4.84,7.38,1.5,5.0,7.47,1.45,4.34,6.43
97,Norway,Eliteserien,2012,30/06/2012,17:00,Haugesund,Tromso,1,1,D,2.04,3.72,3.84,2.1,3.72,4.2,1.95,3.45,3.69
98,Norway,Eliteserien,2012,30/06/2012,17:00,Lillestrom,Sandnes,1,3,A,2.0,3.64,4.08,2.04,3.65,4.33,1.92,3.49,3.79
99,Norway,Eliteserien,2012,30/06/2012,17:00,Molde,Odd,3,1,H,1.43,4.98,8.34,1.45,4.98,9.35,1.41,4.42,7.49
100,Norway,Eliteserien,2012,30/06/2012,17:00,Stromsgodset,Honefoss,4,0,H,1.51,4.59,7.11,1.56,4.59,7.2,1.48,4.14,6.48
101,Norway,Eliteserien,2012,30/06/2012,19:00,Viking,Rosenborg,1,4,A,2.7,3.65,2.67,2.74,3.65,2.79,2.6,3.37,2.54
102,Norway,Eliteserien,2012,02/07/2012,18:00,Valerenga,Aalesund,0,0,D,2.22,3.58,3.4,2.24,3.64,3.7,2.09,3.37,3.34
103,Norway,Eliteserien,2012,07/07/2012,17:00,Honefoss,Brann,2,1,H,2.52,3.64,2.87,2.6,3.64,3.0,2.37,3.35,2.82
104,Norway,Eliteserien,2012,07/07/2012,19:00,Tromso,Sogndal,1,1,D,1.43,4.98,8.44,1.47,5.0,9.0,1.38,4.53,7.98
105,Norway,Eliteserien,2012,08/07/2012,17:00,Aalesund,Viking,1,1,D,1.93,3.63,4.45,2.0,3.75,4.45,1.9,3.44,3.91
106,Norway,Eliteserien,2012,08/07/2012,17:00,Odd,Haugesund,2,1,H,2.95,3.42,2.57,2.95,3.56,2.7,2.65,3.29,2.56
107,Norway,Eliteserien,2012,08/07/2012,17:00,Sandnes,Valerenga,0,2,A,2.2,3.49,3.59,2.23,3.6,3.59,2.12,3.33,3.29
108,Norway,Eliteserien,2012,08/07/2012,17:00,Stabaek,Stromsgodset,1,2,A,4.82,3.98,1.78,4.82,4.2,1.8,4.45,3.76,1.71
109,Norway,Eliteserien,2012,08/07/2012,19:00,Rosenborg,Molde,1,0,H,2.34,3.63,3.15,2.34,3.68,3.4,2.17,3.41,3.13
110,Norway,Eliteserien,2012,09/07/2012,18:00,Fredrikstad,Lillestrom,3,4,A,1.8,4.08,4.58,1.85,4.13,4.75,1.76,3.7,4.27
111,Norway,Eliteserien,2012,11/07/2012,18:00,Odd,Valerenga,2,3,A,2.24,3.57,3.41,2.37,3.57,3.42,2.15,3.33,3.25
112,Norway,Eliteserien,2012,13/07/2012,18:00,Lillestrom,Tromso,4,2,H,3.44,3.62,2.21,3.44,3.62,2.27,3.18,3.36,2.17
113,Norway,Eliteserien,2012,14/07/2012,17:00,Valerenga,Molde,1,2,A,3.1,3.77,2.29,3.2,3.77,2.31,3.05,3.45,2.19
114,Norway,Eliteserien,2012,15/07/2012,17:00,Aalesund,Fredrikstad,3,0,H,1.52,4.45,7.29,1.65,4.45,7.29,1.53,3.92,6.14
115,Norway,Eliteserien,2012,15/07/2012,17:00,Brann,Odd,6,2,H,1.81,4.03,4.55,1.85,4.03,4.55,1.8,3.63,4.14
116,Norway,Eliteserien,2012,15/07/2012,17:00,Sogndal,Stabaek,3,1,H,1.98,3.73,4.05,2.1,3.75,4.34,1.87,3.47,4.04
117,Norway,Eliteserien,2012,15/07/2012,17:00,Viking,Honefoss,2,1,H,1.66,4.07,5.8,1.7,4.09,5.8,1.65,3.76,5.01
118,Norway,Eliteserien,2012,15/07/2012,19:00,Haugesund,Rosenborg,0,1,A,2.39,3.66,3.04,2.43,3.7,3.11,2.29,3.41,2.91
119,Norway,Eliteserien,2012,16/07/2012,18:00,Stromsgodset,Sandnes,2,1,H,1.33,5.84,10.38,1.35,5.84,11.0,1.3,5.16,9.13
120,Norway,Eliteserien,2012,20/07/2012,18:00,Haugesund,Sogndal,0,0,D,1.59,4.23,6.42,1.62,4.23,7.0,1.53,3.95,6.19
121,Norway,Eliteserien,2012,21/07/2012,18:00,Molde,Viking,1,2,A,1.52,4.59,7.02,1.54,4.76,7.75,1.45,4.25,6.76
122,Norway,Eliteserien,2012,22/07/2012,15:00,Brann,Aalesund,2,1,H,2.1,3.71,3.65,2.1,3.71,4.0,1.96,3.47,3.62
123,Norway,Eliteserien,2012,22/07/2012,15:00,Fredrikstad,Honefoss,0,2,A,1.96,3.71,4.16,2.04,3.71,4.16,1.96,3.46,3.64
124,Norway,Eliteserien,2012,22/07/2012,15:00,Odd,Stromsgodset,2,1,H,2.89,3.68,2.47,3.0,3.68,2.5,2.83,3.36,2.37
125,Norway,Eliteserien,2012,22/07/2012,15:00,Stabaek,Valerenga,1,3,A,3.36,3.72,2.2,3.42,3.75,2.2,3.2,3.44,2.12
126,Norway,Eliteserien,2012,23/07/2012,18:00,Rosenborg,Lillestrom,1,1,D,1.41,5.37,7.95,1.44,5.39,8.75,1.38,4.79,7.25
127,Norway,Eliteserien,2012,27/07/2012,18:00,Stromsgodset,Fredrikstad,5,0,H,1.33,5.75,10.65,1.35,5.75,11.0,1.3,5.06,9.14
128,Norway,Eliteserien,2012,28/07/2012,17:00,Lillestrom,Molde,1,1,D,3.64,3.61,2.12,3.75,3.68,2.2,3.41,3.41,2.05
129,Norway,Eliteserien,2012,29/07/2012,17:00,Aalesund,Stabaek,3,1,H,1.36,5.23,10.44,1.4,5.23,10.44,1.36,4.6,8.31
130,Norway,Eliteserien,2012,29/07/2012,17:00,Honefoss,Haugesund,3,2,H,2.6,3.5,2.87,2.6,3.5,2.92,2.51,3.24,2.72
131,Norway,Eliteserien,2012,29/07/2012,17:00,Sogndal,Odd,0,1,A,2.41,3.42,3.17,2.48,3.42,3.2,2.31,3.25,2.99
132,Norway,Eliteserien,2012,29/07/2012,17:00,Viking,Sandnes,3,0,H,1.57,4.33,6.62,1.6,4.33,6.62,1.54,3.95,5.83
133,Norway,Eliteserien,2012,29/07/2012,19:00,Tromso,Rosenborg,1,1,D,2.09,3.72,3.65,2.2,3.72,3.65,2.07,3.42,3.38
134,Norway,Eliteserien,2012,30/07/2012,18:00,Valerenga,Brann,1,1,D,2.22,3.77,3.28,2.23,3.8,3.5,2.1,3.48,3.23
135,Norway,Eliteserien,2012,03/08/2012,18:00,Haugesund,Valerenga,4,2,H,1.74,4.0,5.09,1.8,4.2,5.28,1.71,3.74,4.57
136,Norway,Eliteserien,2012,04/08/2012,17:00,Honefoss,Stromsgodset,1,1,D,3.47,3.85,2.12,3.47,3.85,2.22,3.28,3.45,2.08
137,Norway,Eliteserien,2012,04/08/2012,19:00,Molde,Sogndal,2,1,H,1.45,4.8,8.08,1.53,5.0,9.0,1.41,4.36,7.39
138,Norway,Eliteserien,2012,05/08/2012,17:00,Fredrikstad,Tromso,2,0,H,3.01,3.74,2.37,3.15,3.74,2.4,2.93,3.38,2.28
139,Norway,Eliteserien,2012,05/08/2012,17:00,Odd,Viking,1,4,A,2.08,3.51,3.92,2.15,3.58,3.92,2.05,3.34,3.48
140,Norway,Eliteserien,2012,05/08/2012,17:00,Sandnes,Lillestrom,0,1,A,2.52,3.58,2.91,2.6,3.65,2.97,2.43,3.33,2.75
141,Norway,Eliteserien,2012,05/08/2012,19:00,Rosenborg,Aalesund,3,0,H,1.68,3.99,5.77,1.76,4.5,5.77,1.63,3.76,5.1
142,Norway,Eliteserien,2012,06/08/2012,18:00,Stabaek,Brann,0,4,A,4.01,3.94,1.93,4.01,3.94,1.98,3.7,3.61,1.9
143,Norway,Eliteserien,2012,10/08/2012,18:00,Valerenga,Odd,3,1,H,2.17,3.6,3.55,2.25,3.6,3.7,2.09,3.41,3.31
144,Norway,Eliteserien,2012,11/08/2012,17:00,Brann,Haugesund,3,2,H,2.02,3.89,3.73,2.04,3.89,3.9,1.93,3.56,3.63
145,Norway,Eliteserien,2012,12/08/2012,17:00,Lillestrom,Honefoss,2,2,D,1.93,3.71,4.33,2.0,3.71,4.36,1.89,3.46,3.92
146,Norway,Eliteserien,2012,12/08/2012,17:00,Sogndal,Rosenborg,0,3,A,3.85,3.54,2.09,3.9,3.6,2.12,3.64,3.41,1.98
147,Norway,Eliteserien,2012,12/08/2012,17:00,Stabaek,Sandnes,2,1,H,2.4,3.58,3.08,2.45,3.58,3.15,2.34,3.36,2.87
148,Norway,Eliteserien,2012,12/08/2012,17:00,Tromso,Stromsgodset,4,0,H,2.31,3.5,3.32,2.31,3.54,3.32,2.22,3.36,3.06
149,Norway,Eliteserien,2012,12/08/2012,17:00,Viking,Fredrikstad,3,0,H,1.49,4.65,7.5,1.5,4.65,7.5,1.45,4.23,6.67
150,Norway,Eliteserien,2012,12/08/2012,19:00,Aalesund,Molde,0,1,A,3.08,3.61,2.4,3.08,3.61,2.5,2.84,3.32,2.38
151,Norway,Eliteserien,2012,24/08/2012,18:00,Odd,Brann,1,0,H,2.49,3.72,2.82,2.6,4.09,2.82,2.48,3.46,2.61
152,Norway,Eliteserien,2012,25/08/2012,15:00,Stromsgodset,Lillestrom,3,3,D,1.44,5.14,7.5,1.45,5.3,7.5,1.41,4.62,6.77
153,Norway,Eliteserien,2012,26/08/2012,17:00,Haugesund,Stabaek,4,1,H,1.43,5.27,7.46,1.45,5.3,8.19,1.38,4.71,7.31
154,Norway,Eliteserien,2012,26/08/2012,17:00,Honefoss,Tromso,0,1,A,2.75,3.51,2.66,2.75,3.51,2.8,2.58,3.3,2.61
155,Norway,Eliteserien,2012,26/08/2012,17:00,Molde,Valerenga,2,0,H,1.44,5.01,7.45,1.55,5.09,7.49,1.44,4.41,6.5
156,Norway,Eliteserien,2012,26/08/2012,17:00,Sandnes,Sogndal,3,1,H,2.13,3.48,3.72,2.29,3.48,3.72,2.13,3.29,3.32
157,Norway,Eliteserien,2012,26/08/2012,18:00,Rosenborg,Viking,1,1,D,1.6,4.25,6.15,1.62,4.36,6.15,1.57,3.94,5.48
158,Norway,Eliteserien,2012,27/08/2012,18:00,Fredrikstad,Aalesund,1,3,A,2.89,3.54,2.54,2.89,3.55,2.63,2.68,3.3,2.52
159,Norway,Eliteserien,2012,31/08/2012,18:00,Valerenga,Sandnes,4,0,H,1.69,4.23,5.04,1.7,4.23,5.4,1.63,3.89,4.93
160,Norway,Eliteserien,2012,01/09/2012,17:00,Lillestrom,Fredrikstad,1,2,A,1.77,3.85,5.0,1.78,4.2,5.4,1.68,3.81,4.72
161,Norway,Eliteserien,2012,02/09/2012,17:00,Aalesund,Honefoss,2,0,H,1.69,4.08,5.25,1.69,4.09,5.7,1.63,3.78,5.15
162,Norway,Eliteserien,2012,02/09/2012,17:00,Haugesund,Odd,0,1,A,1.66,4.32,5.26,1.7,4.32,5.35,1.64,3.87,4.92
163,Norway,Eliteserien,2012,02/09/2012,17:00,Sogndal,Stromsgodset,1,1,D,3.38,3.58,2.23,3.7,3.6,2.29,3.23,3.4,2.14
164,Norway,Eliteserien,2012,02/09/2012,17:00,Viking,Tromso,0,1,A,2.04,3.45,4.07,2.08,3.55,4.07,1.96,3.37,3.73
165,Norway,Eliteserien,2012,02/09/2012,18:00,Brann,Molde,4,1,H,3.26,3.57,2.27,3.26,3.74,2.4,2.89,3.44,2.29
166,Norway,Eliteserien,2012,03/09/2012,18:00,Stabaek,Rosenborg,0,2,A,6.6,4.78,1.51,7.1,5.2,1.53,6.07,4.33,1.48
167,Norway,Eliteserien,2012,14/09/2012,18:00,Stromsgodset,Aalesund,4,0,H,1.53,4.53,6.73,1.6,4.53,6.73,1.53,4.06,5.86
168,Norway,Eliteserien,2012,15/09/2012,17:00,Molde,Haugesund,1,0,H,1.56,4.62,5.98,1.56,4.75,7.2,1.49,4.24,6.08
169,Norway,Eliteserien,2012,16/09/2012,17:00,Fredrikstad,Sogndal,2,1,H,2.1,3.57,3.71,2.12,3.65,4.15,1.99,3.4,3.6
170,Norway,Eliteserien,2012,16/09/2012,17:00,Honefoss,Viking,2,2,D,3.34,3.52,2.23,3.5,3.52,2.4,3.02,3.32,2.26
